score,review,date,rating,created_at,cleaned_review,review_len,word_count,datetime,year_month,year,month,day,weekday,is_weekend,sentiment,tfidf_svd_0,tfidf_svd_1,tfidf_svd_2,tfidf_svd_3,tfidf_svd_4,tfidf_svd_5,tfidf_svd_6,tfidf_svd_7,tfidf_svd_8,tfidf_svd_9
10,영상이 예뻐서 어른도 힐링각,12 시간전,10,2026-07-20,영상이 예뻐서 어른도 힐링각,15,4,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.005354391237329751,-0.0019691126481519217,0.020339696253859823,-0.0008969980121740606,-0.010510455556837389,0.0023262784958963468,-0.031792208370992066,-0.0027231662254360773,0.012816021965854567,-0.005297275392566001
10,요즘 아이들이 꼭 봐야할 영화,13 시간전,10,2026-07-20,요즘 아이들이 꼭 봐야할 영화,16,5,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.09860404526260012,-4.497963495210799e-05,0.3019880933785755,0.007503494708480014,0.43552847674943634,-0.10556018727205829,0.32521970374739584,-0.062081564392036576,0.05262777436892953,-0.28183079767111424
10,집에 안쓰는 장난감에게 다시 애정을,14 시간전,10,2026-07-20,집에 안쓰는 장난감에게 다시 애정을,19,5,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.008494622829315584,0.016167364106477396,0.0060632217337948735,0.0011283044144820217,0.007135418562447387,0.00025622368225083046,0.0051000971064362,0.01980616602825752,-0.023528127033532072,0.02011017196333627
10,그시절의 추억과 감동이 물밀려오듯이 한꺼번에 들이차서 눈물을 훔칠수 밖에 없었습니다 감동적이예요,15 시간전,10,2026-07-20,그시절의 추억과 감동이 물밀려오듯이 한꺼번에 들이차서 눈물을 훔칠수 밖에 없었습니다 감동적이예요,53,11,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.011518668785327844,0.015609266029484908,0.025923040348659544,-0.00175672386349447,0.046521220359274126,-0.007639321777047393,-0.028243533250615786,0.11548986291462067,-0.10094068210471882,-0.016202897381055542
10,기다린 보람이 있음. 너무너무 재밌어요.,21 시간전,10,2026-07-20,기다린 보람이 있음 너무너무 재밌어요,20,5,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.13631293412020817,0.00710976556506153,0.01374837604359591,0.7045537961170056,-0.04344847632292828,-0.10241474865436316,-0.13317427564049125,-0.008514494325317711,0.05790026151731098,-0.11914014220418935
10,너무 재밌어요! 이래서 토이스토리가 많은 사랑을 받는 구나 깨달았습니다 🫶,21 시간전,10,2026-07-20,너무 재밌어요 이래서 토이스토리가 많은 사랑을 받는 구나 깨달았습니다,38,9,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.3915638055619823,-0.12632503934202502,-0.12700886021501467,0.3896984264161641,-0.02696982593133654,-0.08309458376021564,0.015314735148182696,-0.031833627591158695,-0.013398089580353312,-0.010251860540728602
10,재미 있었어요 특히 제시.목소리 성우님 제가 좋아하는 목소리라 더 흥미롭게 들었네요. 아이들이랑 같이 봤는데 재미 있었대요~ 그런데 왠지 토이스토리는 어른을 위한 영화 같다는 생각,21 시간전,10,2026-07-20,재미 있었어요 특히 제시목소리 성우님 제가 좋아하는 목소리라 더 흥미롭게 들었네요 아이들이랑 같이 봤는데 재미 있었대요 그런데 왠지 토이스토리는 어른을 위한 영화 같다는 생각,97,24,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.09320312468670176,0.009889817613236901,0.11489417219550478,0.005549014382225339,0.1743181665570652,0.17900887058603182,-0.05946915463146741,0.1432732148514764,-0.1183212059845301,-0.032986778337365213
8,무난무난 나쁘지 않았다,23 시간전,8,2026-07-20,무난무난 나쁘지 않았다,12,3,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.0002590547431899738,7.436278326146429e-05,0.0010790471601012225,0.00018816399097404786,0.003247748355975813,-0.0007353336212973816,-0.000899131473729305,0.0013492456307207528,-0.001994896144534264,9.558824404689117e-05
10,스토리 자체는 재미있음. 어른보다 아이들이 더 좋아할 영화,23 시간전,10,2026-07-20,스토리 자체는 재미있음 어른보다 아이들이 더 좋아할 영화,31,8,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.07724960540497579,-0.0012509039833414615,0.22996598509246605,0.0051762695505588865,0.3208691014511724,-0.06280212584974185,0.2678967593117145,-0.0609093588021526,0.0001757345753045269,-0.159769790205197
10,너무 좋았어요 🫶,23 시간전,10,2026-07-20,너무 좋았어요,7,2,2026-07-20,2026-07,2026,7,20,Monday,False,positive,0.4681170571706909,-0.20801416397777245,-0.14827612107906651,-0.0931513232495819,0.011268760108581325,-0.02161290856793629,0.021328815519887658,0.030011987449852718,-0.019424237673171477,0.05528353040933173
10,아이들과재밌게봤어요!,1 일전,10,2026-07-19,아이들과재밌게봤어요,10,1,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,정말 재미있어요 ㅋ,1 일전,10,2026-07-19,정말 재미있어요 ㅋ,10,3,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.028496212252891995,0.0011689020545312255,0.07837841789732701,-0.0002950770738731782,-0.0003540506385565083,0.005078515354596687,0.07645397355199957,0.13800703458051997,-0.04446326114799349,-0.027324780357184154
10,스토리가 재밌고 속 시원,1 일전,10,2026-07-19,스토리가 재밌고 속 시원,13,4,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.10824209606682994,-0.050577449738021966,-0.007732964704704635,-0.03239356349782873,0.024840377118087554,0.01026137070111726,0.14271127540920997,0.4591392517438469,0.6550265962576323,0.04130730149064385
10,초연결 속 단절을 야기하는 스마트 기기에 대한 고찰,1 일전,10,2026-07-19,초연결 속 단절을 야기하는 스마트 기기에 대한 고찰,28,8,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.003217644593623923,0.002269680039158443,0.008380819276723744,0.00011772477868290719,0.008431020810761927,-0.003086164688418474,0.02013781746467045,0.004535364464476469,-0.0032352940351088664,-0.01765725791089322
9,기본컨셉을 해치지않고 시대변화상을 매우 잘 녹여내어 연출한 상상력이 대단하다!,1 일전,9,2026-07-19,기본컨셉을 해치지않고 시대변화상을 매우 잘 녹여내어 연출한 상상력이 대단하다,42,9,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.003184923955939668,-0.0006555642222578433,0.014154382623254965,-0.00017518206336562304,0.01409392329500751,-0.004967328973550735,0.04125217850712163,-0.0021792133560272656,-0.0003396555573162514,-0.04269767037733445
10,아이들과 너무 즐겁게 관람했어요~,1 일전,10,2026-07-19,아이들과 너무 즐겁게 관람했어요,17,4,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.32580003666710966,-0.14389189571931407,-0.030896741273888525,-0.06669915951171762,0.004058711062390538,-0.023802689140349113,-0.02105102861926003,0.11096619443915447,-0.11240846519631459,0.06923519769642136
8,"스마트기기에 중독된 시대에 위트 있는 이야기로 재미있게
감상했습니다. 9살 아이도 재미있게 봤다네요.",1 일전,8,2026-07-19,스마트기기에 중독된 시대에 위트 있는 이야기로 재미있게 감상했습니다 9살 아이도 재미있게 봤다네요,54,12,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.09545872186492142,-0.021126586510022336,0.4110831598791446,-0.0024408459893826132,-0.1911563551355995,-0.04140725441046859,0.23714367240283168,0.056829779301797875,-0.15625063935662747,0.12765321045133893
10,"전자기기의 무서움을 시각적으로 보게되니 너무 무서웠고, 아이들의 미래가 걱정되었어요. 어릴적 논던게 떠올라 추억여행도 되고 오히려 어른들이 봐야하지 싶네요",1 일전,10,2026-07-19,전자기기의 무서움을 시각적으로 보게되니 너무 무서웠고 아이들의 미래가 걱정되었어요 어릴적 논던게 떠올라 추억여행도 되고 오히려 어른들이 봐야하지 싶네요,84,18,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.21594263605596148,-0.09473025140607565,-0.057056721987899926,-0.04406175295270043,0.009409476736340287,-0.015409159996789245,0.025924466782532227,-0.022052194678323155,-0.01716023815603092,-0.001070554926924859
10,역시 토이스토리… 👍🏻👍🏻,1 일전,10,2026-07-19,역시 토이스토리,8,2,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.30897748478290327,0.7350159476315408,-0.04371778808712769,0.030529251640327305,-0.029940470659920074,0.15951627731951926,0.11555139237865068,-0.07248486293779711,0.022840821218136555,0.3793641815697357
10,잘봤습니다  재밌어지더라고요,1 일전,10,2026-07-19,잘봤습니다 재밌어지더라고요,14,2,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.002990346242898044,-0.0004949782765856202,0.00791060957641986,-0.0006112364194929328,-0.003281601107446162,0.0028796575442020258,-0.040054197565195564,-0.0023478743664226524,0.011570321763237891,-0.013794055528741852
10,AI 시대에 맞는 주제로 재밌게 봤습니다,1 일전,10,2026-07-19,AI 시대에 맞는 주제로 재밌게 봤습니다,22,6,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.08646158477687708,-0.015384015391454377,0.19454453197824054,0.009538368889318647,-0.06350589986393819,0.027452180411169168,-0.18754680526131864,0.05333381427771674,-0.008965209971149812,-0.004460010987859732
10,어른인 제가 감동 받은 부분이 많아 코끝찡했네요. 아이들에게도 마음속 깊이 타임캡슐로 남아 언젠가 문득 끄집어 내게 되는 영화로 기억되지 않을까 생각합니다,1 일전,10,2026-07-19,어른인 제가 감동 받은 부분이 많아 코끝찡했네요 아이들에게도 마음속 깊이 타임캡슐로 남아 언젠가 문득 끄집어 내게 되는 영화로 기억되지 않을까 생각합니다,85,21,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.011011213360448335,0.0004796288086604974,0.025936218513682094,0.0028364275045120704,0.0468219289977608,0.013460073284354186,0.0007941589654177738,0.02801769833720297,-0.009432391751845383,0.010967120828283716
10,"재밌었어요! 나이대별로 좋아하는게 달라지면서, 어릴때 갖구놀던 장난감의 소중함을 다시 느끼게 되었던..요즘 아이들의 모습도 보였습니다.",1 일전,10,2026-07-19,재밌었어요 나이대별로 좋아하는게 달라지면서 어릴때 갖구놀던 장난감의 소중함을 다시 느끼게 되었던요즘 아이들의 모습도 보였습니다,70,14,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.05103291996457544,0.02078337483906726,0.014113600682872702,-0.004153915918034483,0.016153231151704927,0.0038149201249177735,-0.005489222687955394,0.06514362635779085,-0.07177646408424096,0.0014522460731042914
9,"초등, 유치원 딸들과 봤은데 감동이래요",1 일전,9,2026-07-19,초등 유치원 딸들과 봤은데 감동이래요,20,5,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,아이들과 같이 보기 좋아요~,1 일전,10,2026-07-19,아이들과 같이 보기 좋아요,14,4,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.03691786558699549,-0.012071035248853411,0.03429837769053862,0.005585800741733562,-0.004834640339593292,0.019269542139581663,0.009983935296387704,0.21665231440153815,-0.129809672518193,0.051223901082707385
10,추억의토이스토리해피엔드,1 일전,10,2026-07-19,추억의토이스토리해피엔드,12,1,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,영화 재밌게 관람했어요,1 일전,10,2026-07-19,영화 재밌게 관람했어요,12,3,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.12168537083663956,-0.022468820000265486,0.2880911374337721,0.009406302801425424,0.32899538918631616,-0.03302163442495936,-0.31640691965589657,-0.04848479676970064,0.07017204243025373,-0.025575470570338002
10,역시 재밌어요~~~ 6시리즈도 나왔음 좋겠어요!!,1 일전,10,2026-07-19,역시 재밌어요 6시리즈도 나왔음 좋겠어요,22,5,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.2056147440257656,0.1636386607136256,-0.055643514278261814,0.7702934848525226,-0.0404273696262666,0.12261386080842324,0.1483394158106393,-0.06557337113236032,0.017050612859959527,0.3863922692737825
7,다 좋았는데 뭔가 임팩트가 없음 약간 전편들 보다는 쫌....,1 일전,7,2026-07-19,다 좋았는데 뭔가 임팩트가 없음 약간 전편들 보다는 쫌,30,9,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.006433716632217331,-0.0007809467435442467,0.00565180088024076,0.010963227445905745,0.008292980586639225,-0.0022718582258797046,-0.010332924906856033,0.03175785941938099,-0.01697030067154271,-0.007697685952069383
10,숨실틈없이 재미있게 잘 봤어요,1 일전,10,2026-07-19,숨실틈없이 재미있게 잘 봤어요,16,4,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.16979987302182362,-0.058357658297535545,0.743429223254034,-0.031116978565611225,-0.40066866263254447,-0.051134086262522416,0.10385411761776564,-0.13433626461666523,0.02464073203678879,0.16804205288370766
10,어린시절 내 놀이친구들 소환!!,1 일전,10,2026-07-19,어린시절 내 놀이친구들 소환,15,4,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
10,토이들과 함께 나이를 먹는게 행복했어요,1 일전,10,2026-07-19,토이들과 함께 나이를 먹는게 행복했어요,21,5,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.015689884767978803,-0.005196712555844541,0.009461872266316408,-0.002377044188043667,0.009259770478846642,-0.00027230364142283146,-0.010459584267488246,0.04763579273377734,0.004130522733591422,0.0007161953408607142
9,어른이 된 우리들에게 기억을 되찾아주는 영화,1 일전,9,2026-07-19,어른이 된 우리들에게 기억을 되찾아주는 영화,24,6,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.051443234067157034,0.017772776434321392,0.2169110410375488,0.02672929581698392,0.5422463503126842,-0.09854409657875043,-0.024125954232777323,-0.045042266718037745,0.013234253819887047,0.0409794697197933
7,나이가 들면서 편견을 버리기가 점점 어려워진다.,1 일전,7,2026-07-19,나이가 들면서 편견을 버리기가 점점 어려워진다,25,6,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.006483129801960271,-0.0023933416138765297,0.005139047127101876,-0.001002258069112076,-0.0023450295526680587,-0.000735794879282712,0.016648748997787635,-0.001171251325021395,-0.003888495286376774,-0.001182994661291969
10,아이들과 재미있게 봤습니다.,1 일전,10,2026-07-19,아이들과 재미있게 봤습니다,14,3,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.0958951537940548,-0.020103911768641222,0.3952586657115086,-0.021155968333576393,-0.18550149983546177,-0.024462378853188662,0.20629730911072233,0.2506989968361563,-0.281082908786401,0.1966450344414489
10,아이들이 보고 싶다고 해서  아이 친구들까지 데리고 가서  봤는데 너무 재미있어하네요^^  요즘 진짜 전자기기 넘 많이 하는데  아주 공감했네요,1 일전,10,2026-07-19,아이들이 보고 싶다고 해서 아이 친구들까지 데리고 가서 봤는데 너무 재미있어하네요 요즘 진짜 전자기기 넘 많이 하는데 아주 공감했네요,74,19,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.2063417465254264,-0.07568809464911248,0.05756176187439225,-0.04197086348547314,0.03589347060230977,-0.01869672496144153,0.12758909318160858,0.13252866531759339,-0.09622383735923856,-0.13413883315450384
10,신박한 내용 좋았습니다.,1 일전,10,2026-07-19,신박한 내용 좋았습니다,12,3,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.011501375712291756,-0.0006691273086576152,0.027398667959804838,0.0008505501428348418,0.041014708075308715,-0.008146620057417195,-0.012958424214466876,0.025290274957381474,-0.02308470251965364,0.00213371544161422
10,감동적이고 잔잔한 스토리,1 일전,10,2026-07-19,감동적이고 잔잔한 스토리,13,3,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.05095341071807965,0.005680358420224522,0.04130391352349498,-0.006970678557071269,0.033388808718089615,0.009859092309256369,0.0753201699059156,0.027986235104584003,-0.046196874240892215,0.020354690619657802
10,푸석푸석한 삶에 활력소같은 영화였습니다. 다시한번 되돌아보게되고 앞으로 나아갈 에너지를 주는 영화네요!,1 일전,10,2026-07-19,푸석푸석한 삶에 활력소같은 영화였습니다 다시한번 되돌아보게되고 앞으로 나아갈 에너지를 주는 영화네요,55,11,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.0080375576748792,0.00510213484255555,0.025903203011907707,0.0008822202741776438,0.027947600074453148,-0.0091503941960299,-0.007891163038554501,-0.012228196300833579,0.013297312876943043,0.0022001345603421324
10,시대상까지 반영한 메시지를 전하는..왜 관람평이 별로인 글들이 많은지 이해가 안간다. 재미 있기만 하구만...,1 일전,10,2026-07-19,시대상까지 반영한 메시지를 전하는왜 관람평이 별로인 글들이 많은지 이해가 안간다 재미 있기만 하구만,55,13,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.031124305967551388,0.020805107186177008,0.009145079007345977,-0.007773663801357088,0.007284881006689813,0.004810441137231375,-0.005890171811012243,0.0015547494224013685,-0.010256028400517174,0.011000856791476119
10,역시 토이스토리! 평 안좋은 게 종종 있는게 이해가 안 갈 정도로 좋았다!,1 일전,10,2026-07-19,역시 토이스토리 평 안좋은 게 종종 있는게 이해가 안 갈 정도로 좋았다,39,12,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.17570342060862995,0.4182487210070065,-0.02474645442758845,0.017247722773692454,-0.016694327606381818,0.09399478802118205,0.06974779600759147,-0.04369223789431495,0.012598343238770652,0.23313707094458394
9,"30년간 기다려왔던 버즈의 특이점!
새로운 친구, 새로운 연출방식 모두가 맘에드는 한편이였다.우려먹는건 없다.캐릭터들은 이전의 그들이지만 이야기는 이전의 그것이 아니다!",1 일전,9,2026-07-19,30년간 기다려왔던 버즈의 특이점 새로운 친구 새로운 연출방식 모두가 맘에드는 한편이였다우려먹는건 없다캐릭터들은 이전의 그들이지만 이야기는 이전의 그것이 아니다,89,18,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.004288608296839001,0.004959196606941305,0.005206639392253781,0.0022125933294552336,0.013365586382365898,-0.0020374748035810308,0.0017272343087085514,0.0017456520430035056,-0.006189327477865842,-0.010800321330052341
10,"동심으로 다시 돌아가는 시간이었습니다!
추천합니다!!",1 일전,10,2026-07-19,동심으로 다시 돌아가는 시간이었습니다 추천합니다,26,5,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.015173826659449201,0.014925747468840254,0.012599323144958638,0.05077683166939162,0.00043848389264859424,-0.009781126211302317,0.009047291682046637,0.08538826854249985,-0.05939166280554225,-0.011483841688176209
10,재미있어요 가족과함께보기좋어요,1 일전,10,2026-07-19,재미있어요 가족과함께보기좋어요,16,2,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.008599462655271365,0.01052664009747946,0.009560855859971322,-0.0034467654917884004,-0.000561319709576328,0.0006763224964475695,0.01582105250483337,0.04192257600165908,-0.013092864916735135,-0.019126583970835418
8,아기자기하면서 시끌벅적 토이들,1 일전,8,2026-07-19,아기자기하면서 시끌벅적 토이들,16,3,2026-07-19,2026-07,2026,7,19,Sunday,True,positive,0.001537898998095783,-0.0005268315030234938,-0.0008190880796907608,0.003267373631246239,0.0003780821243530432,0.0026647831585042457,0.002143631237758996,0.0014268310228047157,-0.010695994431980563,-0.017935402593350955
