id,user,rating,created_at,watched_at,likes,replies,spoiler,text
NXnE5PxkJrQzG,이진수/(Binary),,2023-05-08T11:47:01+09:00,,176,0,False,"“정말 오랜만이야, 카우보이.”  “이 행성에서 우리의 임무는 아이들을 행복하게 하는거야”  “쟤네 싸우는 거 또 보니까 좋다”  “장난감은 놀잇감이지만 전자기기는…  다 가능하거든”  #예고편에서 제시가 불스아이를 타고 달릴때는 토이스토리2의 공항 활주로 장면이, 차 뒤를 버즈와 우디가 쫓아가며 티격태격하는 장면에선 1편이 떠올랐다. 어릴때 비디오로 맨날 만나던 친구들아 난 벌써 26살이 됐어, 대학도 갔고 올랜도에서 토이스토리 랜드에서 우린 만나기도 했었지, 고등학교땐 우디를 너를 가지고 싶어서 애쓰다 중고장터에서 사기를 당한적도 있었어. 올랜도에서 우디 너랑 인사하고 안을때는 정말 행복했어, 그리고 대학에 간 내 자취방엔 여전히 우디와 버즈, 너희들이 나를 지키고 있었고, 항상 함께해줘서 고마워, 너희들이 돌아와서 정말 기뻐”  “토이스토리는 그야말로 픽사의 얼굴이면서 픽사의 심장이에요.”  “그런 측면에서 토이스토리가 얻은 성과는 단순히 애니메이션 안에서만 볼 수 없는 위대한 부분들이 있다 그렇게 말할 수가 있겠죠“  -이동진 평론가님 유튜브 채널 파이아키아 [시리즈 영화 월드컵 인용-  #탑건에서 탑건 매버릭이 나오기까지 걸렸던 35년이 걸린다 하더라도 당신들을 기다리겠습니다. 이제는 더 이상 의심하지 않습니다 그저 나와만 주세요 ㅎㅎ  많은 사람들이 토이스토리5를 기다리면서 우디와 버즈 친구들을 하나씩 모아보면서 같이 나눴던 추억과 감정들을 떠올려 봤으면 좋겠다  2026.06.19 다시 너희를 만나러 갈게 내 인생의 사랑. 나의 심장. 너희들을  8월 9일 당일 D23의 인터뷰에 의하면 전자제품에게 밀려 잊혀지는 장난감들과 전자제품과의 대결을 다룰 것이라고 하며 버그로 인해 오작동하는 버즈 라이트이어 50개가 본작의 메인 빌런이 될 것이라고 한다.  #여전히 내 인생에서 극장에 앉아 오프닝을 보는 것만으로도 눈물이 터지게 하는 건 너희들 밖에 없을거야 Thanks lot guys, my beautiful childhood  어쩌면 내 어린시절이 행복할 수 있었던 이유"
Vw8MLJOxZ5Eel,남길로운 문화생활,4.5,2026-06-17T17:39:52+09:00,,165,0,False,"나중에 내 아이들도 인정받았으면 좋겠다 ""이 아이는 놀 줄 아는 아이야""라고"
mkPMneAYPL2wq,Mashimaro,4.5,2026-06-17T20:46:37+09:00,2026-06-17T00:00:00+09:00,158,0,False,버즈 세금 내라
7JVEoXVq4e29y,햄튜브,4.0,2026-06-23T19:15:05+09:00,,149,7,False,콧물 똥물 쏙 뺌
5yz2YVdDnWMWj,Dh,3.0,2026-06-17T21:23:16+09:00,,141,2,False,신선함은 없었지만 뭉클함은 여전했다 #📦 📸 #CGV
rdVMNLnXNPEql,simple이스,4.0,2026-06-17T22:10:00+09:00,,136,1,False,유구한 정통성을 내세우는 대신 매 편 시대 감수성을 갱신하는 시리즈의 놀라움.
y4ZMO8pLL6QOp,서영욱,4.0,2026-06-18T00:29:13+09:00,,122,2,False,"베지터편에서 끝났어도 명작이었고, 프리더편에서 끝났어도 전설이었고, 셀편에서 끝났어도 아쉬움 없는 걸작으로 남았을 것이다.  하지만 드래곤볼은 완결된 명작보다 살아있는 프랜차이즈를 선택했다. 과거의 추억으로 박제되기보다 새로운 아이들과 만나기를 택했고, 그 선택은 지금도 계속되고 있다.  물론 가장 아름다운 순간에 끝났다면 더 완벽한 명작으로 기억됐을 것이다. 그러나 프랜차이즈는 종종 명작으로 남는 대신 살아남는 길을 택한다. 토이 스토리 5 역시 그렇다. 완벽한 마침표를 기대했다면 아쉬울 수 있지만, 새로운 세대에게 우디와 버즈를 이어주는 선택 또한 충분히 의미가 있다."
3WB2qoZznpQpj,무비신,4.0,2026-06-18T15:28:33+09:00,2026-06-18T00:00:00+09:00,106,0,False,단지 장난감이 아닌 인생이란 스토리 한편을 함께해준 빛난 동반자들.
wlL2DompPREyZ,뭅먼트,3.5,2026-06-17T19:09:56+09:00,,92,3,False,우정과 향수 그리고 조화로움은 이 사랑스러운 시리즈에서 빼놓아서는 안 될 기둥 테마. 그 중심이 흔들리지 않으면서 또 하나의 멋진 감동을 다섯 번째까지 와서도 착실하게 수행한다.  ⭐️
Vw8MLJOxVrEel,SooooodaL,4.0,2026-06-17T19:37:35+09:00,,90,2,False,군체의 긍정적 방향성을 보여준 버즈!! 우디&제시의 목소리에서 노화를 느낀 순간부터 눈물이 핑🥲 tmi: 선글래스 쓴 피자가 ㅂㄷㅂㄴ여서 놀람ㅋㅋ
69oMvp1X8yEal,신민수,4.5,2026-06-11T23:03:52+09:00,,85,3,False,토이 스토리 황금종려상 줘라
BVoM9q4pK3MP0,권영민,4.5,2026-06-18T17:44:11+09:00,2026-06-17T00:00:00+09:00,84,1,False,"동심은 잃어버리는게 아니라 잠깐 잊고 지낼 뿐, 여전히 내 마음에 가득 품고 사는 거라고- 토이 스토리 시리즈를 보면 그런 생각이 든다. 토이 스토리는 이따금 내곁에 불쑥 찾아와 그렇게 잊고 사는 마음들을 다시 떠올리게 해준다. 내가 그 곳에 둔 적 없던 장난감들이 어느 순간 갑자기 내 앞에 나타나듯. 어딘가에 두고 잊었다 우연히 다시 발견하는 추억상자처럼.  나에겐 장난감과 온라인에서의 추억이 모두 뚜렷한 존재감으로 공존한다. 그 중 무엇이 더 선명하다고도 할 수 없다. 결국 선후를 떠나 모든 것은 시간이 지나면 추억이 된다. 계속 반짝일 것 같은 지금조차도. 가까운 기억이 먼 기억보다 귀하거나 중요하게 되진 않는다. 그래서 무엇이 더 뛰어나고 떨어진다 구분할 수 없다고 생각한다. 각자의 가치를 갖고 우리 마음에 영원히 살다가 이따금 노크하는, 모두 소중한 추억이다.  가끔 그런 생각을 한다. 날 닮은 내 아이가 커가는 모습에서 나의 지난 시절을 다시 발견하고, 동심을 떠올릴 수 있을 거라고. 난 아이가 없어서 겪어본 적은 없지만. 아이를 갖는 많은 이유 중에, 이런 이유도 있지 않을까 하는 생각. 제시의 옛 주인 에밀리의 추억을 보며 문득 그 생각이 다시 떠올랐다. 가장 뭉클한 순간이었다. . . 각자 다른 성격을 갖고 서로 다른 곳에서 다른 삶들을 살더라도 우리 마음에 품은 동심, 그 따뜻하고 순수한 마음은 모두 같다며 그래서 우리는 분명 이어질 수 있다고 믿게 만드는 힘. 때때로 현실에 지치는 나에게 그런 믿음으로 손을 내미는 것이 토이 스토리가 주는 최고의 선물이고, 전혀 모르는 관객들이 다들 같은 마음으로 충만해지며 친구가 되는 경험이 여전히 영화와 극장이 필요한 이유다. 그래서 누가 뭐래도 난 이 시리즈가 떠나지 않았으면 좋겠다.  시대가 바뀌면 모두 잊혀지고 버려지고 떠나야 한다고 하지만, 결코 변하지 않고 영원할 것이 존재할 거란 미련한 믿음과 철없는 동심을 이 영화를 보는 순간만큼은 다시 되찾는다. 어쩌면 그래서 전편과 달리 기존 3부작에서의 낯익은 것들로 채워진 영화가 오히려 더 반가웠다. 시대가 변해도 영원한 것들. 살다 보면 절대 없다고 부정하곤 하는 그런 존재, 그런 가치, 그 모든 것들이 영화를 보면, 토이 스토리를 보면 내 손에 잡히고 내 품에 안겨오는 것만 같다. . . 뒤쳐진다는 불안함, 대체될거란 두려움이 만연한 시대에 낙관하는 영화가 싫지 않다. 여지껏 시대의 변화를 감내해온 장난감들을 통해서라면 더더욱. 거기에 효용이나 개연을 복잡하게 따질 필요가 있나. 나에겐 필요하지 않았다. 누구도 내리지 못할 답이라 영화에게 답을 구한 적 없다. 난 그 마음을 받은 것만으로 족하다."
BglQaabzJAQX0,돌파댕이,2.5,2026-06-17T19:59:32+09:00,,74,5,False,"<토이 스토리> 시리즈의 세계에는 두 겹의 현실이 있다. 하나는 인간의 현실. 다른 하나는 인형들의 현실. 그리고 기존 <토이 스토리> 시리즈는 이 이중현실을 유지해왔다. 인간이 보면 장난감은 사물이고, 인간이 보지 않으면 장난감은 공동체, 감정, 욕망, 정치를 가진 존재가 된다.  그런데 <토이 스토리4>는 이 구조를 흔들었다. 쓰레기가 아이의 놀이를 통해 장난감 포키가 되고, 보 핍은 아이의 사랑이라는 절대규칙에서 벗어나 최초로 탈주하고, 우디는 주인의 장난감이라는 자기 존재 이유를 포기한다. <토이 스토리4>는 묻는다. 장난감은 더 이상 쓰이지 않을 때도 존재할 수 있는가?  <토이 스토리5>은 디지털 기술이 장난감의 생명을 위협하는 적으로 돌아왔다. 설정을 보고서 영화에 대해 기대가 컸다. 기대했던 주제는 이런 것이다. 디지털 이미지도 장난감이 될 수 있는가. 태블릿 속 캐릭터도 포키처럼 아이의 놀이에 의해 생명을 얻는가. 장난감의 몸이 플라스틱에서 인터페이스로 바뀌면, <토이 스토리>의 세계는 어떻게 변하는가.  하지만 릴리패드는 새로운 존재론을 여는 사물이 아니라, 장난감의 자리를 빼앗는 경쟁자로 기능한다. 영화는 디지털 놀이의 가능성을 사유하기보다 물리적 장난감의 정당성을 방어한다. 릴리패드는 경계를 무너뜨리는 게 아니라, 경계를 다시 긋는다.  <토이 스토리5>는 아동발달, 스크린타임, 또래관계, 디지털 중독 쪽으로 주제를 잡는다. 이 문제 자체가 하찮은 건 아니다. 하지만 <토이 스토리>라는 영화사적 프랜차이즈 안에서는 이 회귀는 손실이다. 장난감이 더 이상 사물로서의 자기 운명을 사유하지 않고, 아이를 올바른 방향으로 이끄는 보호자처럼 기능하기 때문이다. <토이 스토리4>에서 장난감은 인간의 소유 질서 바깥으로 나가려 했는데, <토이 스토리5>는 인간 아이를 위해 봉사하는 도구로 복귀한다.  태블릿이 정말 새로운 놀이 형식이라면, 영화는 물리적 공간과 스크린 공간, 손의 감각과 터치의 감각, 사물의 무게와 인터페이스의 미끄러움, 방 안의 장난감 공동체와 네트워크화된 디지털 관계를 형식적으로 충돌시켜야 했다. 그런데 <토이스토리5>는 기존 픽사 어드벤처 문법으로 돌아간다. 태블릿은 그냥 새 악역이다.  영화 속 장난감이 태블릿 시대에도 자기 쓸모를 입증해야 하듯, 영화 바깥의 <토이 스토리> 브랜드도 속편 피로와 픽사의 위기 속에서 자기 쓸모를 입증해야 한다. 그래서 이 영화는 급진적일 수 없다. 정말 급진적이라면 장난감의 시대가 끝났다고 말해야 하거나, 태블릿도 장난감이라고 인정해야 한다. 그러면 <토이 스토리> 브랜드의 중심이 흔들린다.  그래서 영화는 가장 안전한 결론으로 간다. 장난감이 여전히 필요하다고. 이건 교훈이라기보다 자기변호에 가깝다. 디지털로 태어난 프랜차이즈가 디지털을 적으로 본다는 측면에서 이 영화는 자기 기원을 배반한다고까지 볼 수 있다.  (260617)"
Vw8MLJOmKVEel,샌드,3.5,2026-06-18T01:02:39+09:00,,73,0,False,"관계 맺기에 대해 상처를 받아 본 적이 있는 누군가에게, 자기가 소중하게 여기던 것이 오직 시간이 지났다는 이유만으로 쓸모 없는 것이라 치부하는 것이 아니라 그 속에 담긴 추억과 가치를 진정 알고 있는 자들은 언제 어디에서든 결국 만나 협동할 수밖에 없으니, 지금은 아니라 생각할지 모르겠으나 당신은 절대 혼자가 아니라는 말을 전달하는 방식으로 위로하면서 뭉클함을 만드는 작품입니다. 이 시리즈에 대한 향수나 애정이 있는 누군가라면 그것이 영화 내적으로뿐 아니라 영화 바깥에서 영화를 보러 극장을 찾는 걸로 무언의 느슨한 협동에 동참하는 것과 같다는 데에서도 이제 이 시리즈는 그저 만나는 것만으로도 감동적인 부분이 느껴집니다.  어쨌거나 이 작품은 우려와 불신을 그대로 안고 갔지만 그래도 단독 작품으로선 충분히 장점이 있던 전작에 이어 왜 이미 완결이 난 것 같은 시리즈를 다시 불러와 풀어냈는가에 대한 대답과 설득을 진솔한 감동으로 풀어냅니다. 대신 이젠 아예 새로운 길을 열었던 것 같은 전편과 달리 이미 봤던 길로 다시 돌아갔다는 점에 대해선 두 작품이 단독으론 충분히 재밌게 볼 만한 작품이지만 시리즈 전체로 봤을 땐 좀 어영부영 길을 못잡고 있다는 생각이 들기도 합니다. 저 역시도 오직 지향하는 바를 생각해 보면 이 작품이 4편이고 전편이 5편이면 시리즈 전체로는 더 깔끔하지 않았을까 하는 생각이 있긴 한데 어쨌든, 여전히 3부작으로 끝이 나고 외전 격으로 만들어진 작품임을 부정하기엔 좀 어렵긴 합니다만 왜 또 이 소재를 꺼내는가와 막상 또 보면 마음을 죽 풀어놓게 만드는 수많은 캐릭터들, 마음을 열게 하는 이야기로 가득하니 다 보고 나면 또 다음 작품을 기대하게 됩니다.  제게 이 시리즈 전체면서 이번 작품을 그대로 얘기하자면, 영화 속에서도 세 번이나 중요하게 나오는 무언가를 꺼내는 영화라 말할 수 있을 것 같습니다. 그냥 은연 중에 박스에 담아 창고로 치워버린 장난감을 다시 꺼내는 것, 기존 장난감과 릴리패드 사이에서 정말로 기억 속에서 아예 지워져 있던 그 애매한 위치에 있는 여러 전자 기기를 다시 꺼내 되살리는 것, 제시와 에밀리의 이야기가 흘러갈 때 땅을 파서 그 속에 담긴 추억을 그대로 떠올리는 것 이렇게 세 번 무척이나 중요하게 들어가 있는데, 시리즈의 모든 작품이 그렇습니다만 결국 왜 이 작품을 한번 더 만들어야 하는가에 대해서 치웠던 것, 잊고 있던 것, 소중하게 생각했던 것을 각각 꺼내는 식으로 답한다는 점에선 무척 적절하고 감동적이라 말할 수 있습니다.  그렇게 뭔가를 꺼내는 장면은 결국 오랜 시간과 직접 연결되어 있기도 할 것입니다. 이 작품이 다른 시리즈와 달리 유독 뜻깊게 느껴지는 지점은 영화를 본 사람마다 각기 다르게 흘러가는 영화 바깥의 시간이 시리즈 안으로 그대로 들어간다는 점에 있는데, 그러니 영화를 만드는 것 자체가 제게는 잊고 있던 것을 다시 꺼내려는 시도와 같이 느껴진다는 점에서 어쩌면 이 시리즈만의 고유한 장점을 영리하게 활용하고 있다 말할 수도 있습니다. 시리즈마다 각 이야기가 모두 재밌고 뭉클한 것도 있습니다만 제겐 영화 속에서 소중한 것을 대하는 태도와 영화 바깥에서 이 소중한 영화를 대하는 관객의 태도가 결국 일치하는 순간이 무척이나 특별해 영화가 가지고 있는 것보다 더 크게 느껴지는 뭔가가 분명 있다 싶은 시리즈입니다.  처음 설정을 봤을 땐 오직 아날로그와 디지털의 대결 구도로만 느껴졌습니다만 영화를 다 보고 나면 결국 이건 지나가 버린 것에 대한 영화기도 하면서 일반적으로 지나친 디지털 문제를 짚는 영화가 다루지 않았던, 이 역시도 나중에는 지나가 버린 존재가 될 것에 대한 영화기도 하다는 점에 신선한 지점이 있습니다. 특히 지나간 것과 지금 사이에서 애매한 위치를 중요한 조연으로 끌어 들이면서 진짜 기억에서 잊고 살았던 것을 확 일깨워주는 지점도 있는데, 이젠 이 시리즈가 특정한 설정 하나만 가지고 기존에 있던 것을 반복한다 싶었지만 그럼에도 무척 진솔한 뭉클함을 남긴다는 덴 정말 도가 텄구나 싶은 생각이 들기도 했습니다. 그러면서 비뚤어진 전자 기기 문화에 대해 오로지 비판이 아니라 어떤 면에선 좋은 세상을 남기지 못했다는 어른의 사과가 엿보인다는 점에서도 깊은 지점이 보였습니다.  다만 앞서 말했던 것처럼 시리즈의 흐름에 있어서 전작이 확 나갔던 지점을 부정하는 듯한 식으로 귀결하는데, 그 방식이 또다른 지점을 보여주는 게 아니라 이미 했던 것을 계속 돌림노래로 반복하는 식이라는 점이 무척이나 아쉽게 느껴집니다. 세상에 무쓸모한 것은 없고 모든 것엔 가치가 있다 말하지만 정작 이야기를 진행시켜야 하다 보니까 자연스럽게 뒷전 신세가 되는 수많은 캐릭터가 생기게 되는 건 새로운 걸 보여줘야 하는 시리즈의 진행과 세상에 버림받을 건 없다는 메시지가 서로 충돌하는 걸로도 보여서 이제 한계가 온 것 같다는 생각이 들기도 했습니다. 그럼에도 이 작품은 분명히 마음을 사로잡는 지점이 있고, 전작에 비해서 기억에 남을 만한 장면도 많은 데다가, 최근 봤던 코미디 영화들보다 더 웃긴 장면도 많아서 내내 즐겁게 볼 수 있는 작품이였습니다."
y4ZMO8pXz6QOp,JY,3.5,2026-06-17T22:44:00+09:00,,66,0,False,3편까지 질주한 후 방향까지 틀었는데 다시 뒤돌아간 느낌  전작들 농축소스에 요즘채소넣고 비벼 맛은 있는 비빔밥인데 베이스가 아는 맛이라  기존 팬들에겐 반갑지만 놀랍진 않은 첫 토이스토리가 될듯함  너무 기대했나봄
XpeMJGJoBXQJn,김호진 펠릭스,4.0,2026-06-24T21:19:14+09:00,,64,0,False,모든 것이 너무 빠르게 변해가지만 손을 내밀 용기와 그 손을 잡아주는 연결이 여전히 필요한 가치임을 믿고 싶다
P7kEWp99Xq2J9,황재윤,3.5,2026-06-18T09:32:50+09:00,,55,0,False,이 시리즈가 가장 해낼 수 있는 필연적이고 멋진 이야기를 다시 대하는 기쁨. 🤠 🌟 🐸  260617 CGV에서.
W4zQrODDqpEw1,BAE OO,3.0,2026-06-18T13:56:42+09:00,,54,0,False,어린이는 어린이 다운 게 좋다.
W4zQrODo85Ew1,Jay Oh,3.5,2026-06-23T21:19:18+09:00,,49,0,False,"동심에 바쳤던 시간들, 연결에 힘썼던 시간들, 무엇 하나 쓸모 없지 않았다. Play is forever."
xkPEmerBkXEK3,teta,4.0,2026-06-28T22:36:16+09:00,,39,0,False,언젠간 끝날 여정일지라도 함께 하겠다는 친구들의 아가페적 사랑은 다 커버린 아이들을 꼬옥 안아준다.
lP0E85pmO12bx,STONE,3.0,2026-06-24T17:22:12+09:00,2026-06-23T00:00:00+09:00,39,1,False,"장난감과 디바이스의 경계를 흐리되, 근본적인 놀이에 관한 정의를 다시 한 번 다진다."
bW3Qk7GxryQ9p,파란안경,4.0,2026-06-17T22:53:03+09:00,,39,2,False,근본스토리로 또 해내네..👍
POkEwe6ZoKMql,라따구리,4.0,2026-06-17T14:20:57+09:00,2026-06-17T00:00:00+09:00,38,0,False,"변화하는 시대 속 픽사의 이름으로 외치는 상상력의 가치, 어른들의 가슴 한 편에 켜켜이 쌓인 기억의 먼지를 털어내며 반짝이던 추억을 되찾아준다."
lP0E85y8WY2bx,임희봉,3.5,2026-06-22T13:01:44+09:00,2026-06-21T00:00:00+09:00,37,0,False,"언젠가 장난감이 사라지는 날이 올지도 모른다, 하지만 그게 오늘은 아니다"
6GWQ1BrD13EJ5,뭉아빠,4.0,2026-06-11T21:31:35+09:00,,37,0,False,어릴적 큰이모랑 큰이모부집에 잠깐 살았던적이있다. 자식이 없던 두분은 말안듣는 나를 잘챙겨주시려고 노력했지만 철없던 나는 두분을 힘들게 했었다. 한 번은 이모랑 싸우고 낑낑되고 있을때 이모부가 나를 비디오가게에 데려 갔었다. 그때 내가 본 비디오가 토이스토리 1 이다. 그래서 나는 토이스토리를 보면 이모부가 생각이난다. 나의 철없던 어린시절 나에 마음을 챙겨준 이모부의 따뜻한마음 지금은 이세상에 계시진 않지만 토이스토리 5를 보고나니 나의 어릴적 스승님이자 친구였던 이모부가 그리워지는 날이었다
j7kQzY1YydMl4,긴계절,5.0,2023-05-24T14:32:13+09:00,,37,0,False,"애니메이션 영화 역사상 가장 위대한 3편이 끝나고 , 4편이 나온다는것에 사람들은 걱정하고 우려했다. 하지만 4편은 (호불호가 있지만) 사람들의 우려와는 다르게 대체로 잘만들었다는 평가를 받고있다. 5편이라면,픽사의 얼굴인 토이스토리라면, 이번에도 놀라운 무언가를 보여주지 않을까. 사실 토이스토리의 광팬인 나는 두렵고 걱정된다. 하지만 지난 4편에서 보여준 것처럼 한번 더 기대해도 되지않을까?  3편을 뛰어넘는 우주명작이 될줄은 몰랐다"
lP0E85yDAn2bx,김병우,4.0,2026-06-17T23:09:46+09:00,2026-06-17T00:00:00+09:00,36,0,False,순수한 추억은 힘이 세다!
wlL2Do6v93EyZ,Seojun Lim,4.0,2026-06-24T18:23:50+09:00,,34,0,False,"사랑하는 사람에게 버림받는 것만큼 서글픈 일도 없다. 모든 것을 내어준 만큼 상대의 마음도 오직 나만을 향하리라 믿었다. 그러나 누군가에게 버려졌다고 해서 영원히 버림받은 존재로 남아 있을 필요는 없다. 우리에게는 아직 긴 시간이 남아 있고, 행복할 순간들 또한 많이 남아 있다. 그래서 다시 한번 사랑하는 사람에게 해줄 수 있는 최선을 다한다. 이 사랑에 관한 이야기의 결말이 어떻게 될지는 아무도 모른다. 하지만 이제는 결과보다 과정을 온몸으로 느낀다. 주인공이 되기보다 누군가가 더 빛날 수 있도록 곁을 지키는 조연. 어쩌면 그것이 운명일지도 모르겠다."
6GWQ1BWrnlEJ5,은진,4.0,2026-06-18T00:37:16+09:00,2026-06-17T00:00:00+09:00,34,4,False,"요즘 사람들 가방에 하나둘 달려 있는 키링 인형들이 길에서 서로 마주치면 인사한다는 얘길 봤었다. 나는 뭘 달고 다니는 걸 싫어하는데 오늘은 집에 와서 민둥맨둥 재미없는 가방에 귀여운 인형을 하나 달아줬다. 주인 모르는 새 서로 반가워하는 달랑거림을 상상하면서, 아직은 토이 스토리가 계속 됐음 한다.  후반에는 좀 맘이 웅장해져서 눈물이 찔끔 날 뻔 했는데, 웬걸 토이 스토리에서 마블의 어셈블 희열을 느꼈다. 너무 너무 좋았다. 특히 제시 버즈 릴리 스마티팬츠 캐릭터라이징이 빛나서 재밌었어.  아 오늘 영화 보기 10분 전에 핸드폰 배터리가 방전됐었는데.. 제시가 그렇게 욕하던 *망할 디바이스*. 영화를 다 보고 집에 가는 길에 두 손이 가볍단 생각을 했다. 나도 버즈 대군들이 들어 날라주었으면 하는 생각도 했다!  -  쿠키에 쿠키까지 있으니 끝까지 앉아 있어야만 해yo🎤"
6aLMP8NKV9MOw,박성호,3.5,2026-06-17T18:43:05+09:00,,34,0,False,버즈 군단 몇 소대면 지구정복도 가능하겄노ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
xzaQAvqp1LEg5,DarthSkywalker,3.5,2026-06-17T16:17:55+09:00,,34,1,False,어른이 되가는 것이 순수함을 잃어간다는 것은 아닐 수 있다는 믿음.
